Province/State,Country/Region,Lat,Long,variable,value,Status
Shandong,China,36.3427,118.1498,2/28/20,405,Recovered
Diamond Princess,Cruise Ship,35.4437,139.638,2/28/20,10,Recovered
Jiangsu,China,32.9711,119.455,2/28/20,515,Recovered
Chongqing,China,30.0572,107.874,2/28/20,422,Recovered
Sichuan,China,30.6171,102.7103,2/28/20,338,Recovered
Heilongjiang,China,47.861999999999995,127.7615,2/28/20,283,Recovered
Denmark,Denmark,56.2639,9.5018,2/28/20,0,Recovered
Beijing,China,40.1824,116.4142,2/28/20,257,Recovered
Shanghai,China,31.201999999999998,121.4491,2/28/20,279,Recovered
Hebei,China,39.549,116.1306,2/28/20,277,Recovered
Fujian,China,26.0789,117.9874,2/28/20,235,Recovered
Guangxi,China,23.8298,108.7881,2/28/20,168,Recovered
Shaanxi,China,35.1917,108.8701,2/28/20,199,Recovered
Yunnan,China,24.974,101.48700000000001,2/28/20,156,Recovered
Hainan,China,19.1959,109.7453,2/28/20,133,Recovered
Guizhou,China,26.8154,106.8748,2/28/20,112,Recovered
Tianjin,China,39.3054,117.323,2/28/20,102,Recovered
Shanxi,China,37.5777,112.2922,2/28/20,112,Recovered
Gansu,China,37.8099,101.0583,2/28/20,82,Recovered
Hong Kong,China,22.3,114.2,2/28/20,30,Recovered
Liaoning,China,41.2956,122.6085,2/28/20,93,Recovered
Jilin,China,43.6661,126.1923,2/28/20,73,Recovered
,Czechia,49.8175,15.472999999999999,2/28/20,0,Recovered
Xinjiang,China,41.1129,85.2401,2/28/20,52,Recovered
Inner Mongolia,China,44.0935,113.9448,2/28/20,45,Recovered
Ningxia,China,37.2692,106.1655,2/28/20,68,Recovered
,Taiwan*,23.7,121.0,2/28/20,6,Recovered
,Vietnam,16.0,108.0,2/28/20,16,Recovered
,Russia,60.0,90.0,2/28/20,2,Recovered
Qinghai,China,35.7452,95.9956,2/28/20,18,Recovered
Macau,China,22.1667,113.55,2/28/20,8,Recovered
,Moldova,47.4116,28.3699,2/28/20,0,Recovered
,Bolivia,-16.2902,-63.5887,2/28/20,0,Recovered
Faroe Islands,Denmark,61.8926,-6.9118,2/28/20,0,Recovered
St Martin,France,18.0708,-63.0501,2/28/20,0,Recovered
,Honduras,15.2,-86.2419,2/28/20,0,Recovered
Channel Islands,United Kingdom,49.3723,-2.3644,2/28/20,0,Recovered
New Brunswick,Canada,46.5653,-66.4619,2/28/20,0,Recovered
Tibet,China,31.6927,88.0924,2/28/20,1,Recovered
,Congo (Kinshasa),-4.0383,21.7587,2/28/20,0,Recovered
,Cote d'Ivoire,7.54,-5.5471,2/28/20,0,Recovered
Saint Barthelemy,France,17.9,-62.8333,2/28/20,0,Recovered
,Jamaica,18.1096,-77.2975,2/28/20,0,Recovered
,Reunion,-21.1151,55.5364,2/28/20,0,Recovered
,Turkey,38.9637,35.2433,2/28/20,0,Recovered
Gibraltar,United Kingdom,36.1408,-5.3536,2/28/20,0,Recovered
"Kitsap, WA",US,47.6477,-122.6413,2/28/20,0,Recovered
"Solano, CA",US,38.3105,-121.9018,2/28/20,0,Recovered
"Santa Cruz, CA",US,37.0454,-121.958,2/28/20,0,Recovered
"Napa, CA",US,38.5025,-122.2654,2/28/20,0,Recovered
"Ventura, CA",US,34.3705,-119.1391,2/28/20,0,Recovered
"Worcester, MA",US,42.4097,-71.8571,2/28/20,0,Recovered
"Gwinnett, GA",US,33.9191,-84.0167,2/28/20,0,Recovered
"DeKalb, GA",US,33.7956,-84.2279,2/28/20,0,Recovered
"Floyd, GA",US,37.5455,-82.7779,2/28/20,0,Recovered
"Fayette, GA",US,33.4502,-84.4803,2/28/20,0,Recovered
"Gregg, TX",US,32.4893,-94.8521,2/28/20,0,Recovered
"Monmouth, NJ",US,40.2589,-74.124,2/28/20,0,Recovered
"Burlington, NJ",US,40.0712,-74.8649,2/28/20,0,Recovered
"Camden, NJ",US,39.9259,-75.1196,2/28/20,0,Recovered
"Passaic, NJ",US,40.8568,-74.1285,2/28/20,0,Recovered
"Union, NJ",US,40.6976,-74.2632,2/28/20,0,Recovered
"Eagle, CO",US,39.6553,-106.8287,2/28/20,0,Recovered
"Larimer, CO",US,40.6956,-105.5943,2/28/20,0,Recovered
"Arapahoe, CO",US,39.6203,-104.3326,2/28/20,0,Recovered
"Gunnison, CO",US,38.5458,-106.9253,2/28/20,0,Recovered
"Kane, IL",US,41.9879,-88.4016,2/28/20,0,Recovered
"Monroe, PA",US,41.0458,-75.2479,2/28/20,0,Recovered
"Philadelphia, PA",US,39.9526,-75.1652,2/28/20,0,Recovered
"Norfolk, VA",US,36.8508,-76.2859,2/28/20,0,Recovered
"Arlington, VA",US,38.8816,-77.09100000000001,2/28/20,0,Recovered
"Spotsylvania, VA",US,38.2042,-77.6078,2/28/20,0,Recovered
"Loudoun, VA",US,39.0768,-77.6536,2/28/20,0,Recovered
"Prince George's, MD",US,38.7849,-76.8721,2/28/20,0,Recovered
"Pottawattamie, IA",US,41.3912,-95.4778,2/28/20,0,Recovered
"Camden, NC",US,34.2465,-80.607,2/28/20,0,Recovered
"Pima, AZ",US,32.0575,-111.6661,2/28/20,0,Recovered
"Noble, IN",US,41.4277,-85.355,2/28/20,0,Recovered
"Adams, IN",US,39.8522,-77.2865,2/28/20,0,Recovered
"Boone, IN",US,40.0106,-86.4997,2/28/20,0,Recovered
"Dane, WI",US,43.0186,-89.5498,2/28/20,0,Recovered
"Pierce, WI",US,44.7509,-92.3814,2/28/20,0,Recovered
"Cuyahoga, OH",US,41.4339,-81.6758,2/28/20,0,Recovered
"Weber, UT",US,41.2603,-111.9522,2/28/20,0,Recovered
"Bennington County, VT",US,43.0279,-73.135,2/28/20,0,Recovered
"Carver County, MN",US,44.8254,-93.7842,2/28/20,0,Recovered
"Charlotte County, FL",US,26.8946,-81.9098,2/28/20,0,Recovered
"Cherokee County, GA",US,34.2515,-84.4803,2/28/20,0,Recovered
"Collin County, TX",US,33.1795,-96.493,2/28/20,0,Recovered
"Jefferson County, KY",US,38.1938,-85.6435,2/28/20,0,Recovered
"Jefferson Parish, LA",US,29.6499,-90.1121,2/28/20,0,Recovered
"Shasta County, CA",US,40.7909,-121.8474,2/28/20,0,Recovered
"Spartanburg County, SC",US,34.8606,-81.9535,2/28/20,0,Recovered
"Harrison County, KY",US,38.4333,-84.3542,2/28/20,0,Recovered
"Johnson County, IA",US,41.6699,-91.5984,2/28/20,0,Recovered
"Berkshire County, MA",US,42.3118,-73.1822,2/28/20,0,Recovered
"Davidson County, TN",US,36.1343,-86.822,2/28/20,0,Recovered
"Douglas County, OR",US,43.1261,-123.2492,2/28/20,0,Recovered
"Fresno County, CA",US,36.9859,-119.2321,2/28/20,0,Recovered
"Harford County, MD",US,39.5839,-76.3637,2/28/20,0,Recovered
"Hendricks County, IN",US,39.8065,-86.5401,2/28/20,0,Recovered
"Hudson County, NJ",US,40.7453,-74.0535,2/28/20,0,Recovered
"Johnson County, KS",US,38.8454,-94.8521,2/28/20,0,Recovered
"Kittitas County, WA",US,47.175,-120.9319,2/28/20,0,Recovered
"Manatee County, FL",US,27.4799,-82.3452,2/28/20,0,Recovered
"Marion County, OR",US,44.8446,-122.5927,2/28/20,0,Recovered
"Okaloosa County, FL",US,30.5773,-86.6611,2/28/20,0,Recovered
"Polk County, GA",US,34.0132,-85.1479,2/28/20,0,Recovered
"Riverside County, CA",US,33.9533,-117.3961,2/28/20,0,Recovered
"Shelby County, TN",US,35.1269,-89.9253,2/28/20,0,Recovered
"St. Louis County, MO",US,38.6103,-90.4125,2/28/20,0,Recovered
"Suffolk County, NY",US,40.9849,-72.6151,2/28/20,0,Recovered
"Ulster County, NY",US,41.8586,-74.3118,2/28/20,0,Recovered
"Volusia County, FL",US,29.028000000000002,-81.0755,2/28/20,0,Recovered
"Fairfax County, VA",US,38.9085,-77.2405,2/28/20,0,Recovered
"Rockingham County, NH",US,42.9931,-71.0498,2/28/20,0,Recovered
"Washington, D.C.",US,38.9072,-77.0369,2/28/20,0,Recovered
"Montgomery County, PA",US,40.229,-75.3879,2/28/20,0,Recovered
"Alameda County, CA",US,37.6017,-121.7195,2/28/20,0,Recovered
"Broward County, FL",US,26.1901,-80.3659,2/28/20,0,Recovered
"Lee County, FL",US,26.663,-81.9535,2/28/20,0,Recovered
"Pinal County, AZ",US,32.8162,-111.2845,2/28/20,0,Recovered
"Rockland County, NY",US,41.1489,-73.983,2/28/20,0,Recovered
"Saratoga County, NY",US,43.0324,-73.936,2/28/20,0,Recovered
"Charleston County, SC",US,32.7957,-79.7848,2/28/20,0,Recovered
"Clark County, WA",US,45.7466,-122.5194,2/28/20,0,Recovered
"Cobb County, GA",US,33.8999,-84.5641,2/28/20,0,Recovered
"Davis County, UT",US,40.9629,-112.0953,2/28/20,0,Recovered
"El Paso County, CO",US,38.9108,-104.4723,2/28/20,0,Recovered
"Honolulu County, HI",US,21.307,-157.8584,2/28/20,0,Recovered
"Jackson County, OR ",US,42.3345,-122.7647,2/28/20,0,Recovered
"Jefferson County, WA",US,47.7425,-123.304,2/28/20,0,Recovered
"Kershaw County, SC",US,34.3672,-80.5883,2/28/20,0,Recovered
"Klamath County, OR",US,42.6953,-121.6142,2/28/20,0,Recovered
"Madera County, CA",US,37.2519,-119.6963,2/28/20,0,Recovered
"Pierce County, WA",US,47.0676,-122.1295,2/28/20,0,Recovered
"Tulsa County, OK",US,36.1593,-95.941,2/28/20,0,Recovered
"Douglas County, CO",US,39.2587,-104.9389,2/28/20,0,Recovered
"Providence County, RI",US,41.8882,-71.4774,2/28/20,0,Recovered
"Chatham County, NC",US,35.7211,-79.1781,2/28/20,0,Recovered
"Delaware County, PA",US,39.9078,-75.3879,2/28/20,0,Recovered
"Douglas County, NE",US,41.3148,-96.1951,2/28/20,0,Recovered
"Fayette County, KY",US,38.0606,-84.4803,2/28/20,0,Recovered
"Marion County, IN",US,39.8362,-86.1752,2/28/20,0,Recovered
"Middlesex County, MA",US,42.4672,-71.2874,2/28/20,0,Recovered
"Nassau County, NY",US,40.6546,-73.5594,2/28/20,0,Recovered
"Ramsey County, MN",US,44.9964,-93.0616,2/28/20,0,Recovered
"Washoe County, NV",US,40.5608,-119.6035,2/28/20,0,Recovered
"Wayne County, PA",US,41.6739,-75.2479,2/28/20,0,Recovered
"Yolo County, CA",US,38.7646,-121.9018,2/28/20,0,Recovered
"Santa Clara County, CA",US,37.3541,-121.9552,2/28/20,1,Recovered
"Clark County, NV",US,36.0796,-115.094,2/28/20,0,Recovered
"Fort Bend County, TX",US,29.5693,-95.8143,2/28/20,0,Recovered
"Grant County, WA",US,47.1981,-119.3732,2/28/20,0,Recovered
"Santa Rosa County, FL",US,30.769000000000002,-86.9824,2/28/20,0,Recovered
"Williamson County, TN",US,35.9179,-86.8622,2/28/20,0,Recovered
"New York County, NY",US,40.7128,-74.006,2/28/20,0,Recovered
"Montgomery County, MD",US,39.1547,-77.2405,2/28/20,0,Recovered
"Suffolk County, MA",US,42.3601,-71.0589,2/28/20,1,Recovered
"Denver County, CO",US,39.7392,-104.9903,2/28/20,0,Recovered
"Summit County, CO",US,39.5912,-106.064,2/28/20,0,Recovered
"Bergen County, NJ",US,40.9263,-74.077,2/28/20,0,Recovered
"Harris County, TX",US,29.7752,-95.3103,2/28/20,0,Recovered
"San Francisco County, CA",US,37.7749,-122.4194,2/28/20,0,Recovered
"Contra Costa County, CA",US,37.8534,-121.9018,2/28/20,0,Recovered
"Orange County, CA",US,33.7879,-117.8531,2/28/20,0,Recovered
"Norfolk County, MA",US,42.1767,-71.1449,2/28/20,0,Recovered
"Maricopa County, AZ",US,33.2918,-112.4291,2/28/20,1,Recovered
"Wake County, NC",US,35.8032,-78.5661,2/28/20,0,Recovered
"Westchester County, NY",US,41.122,-73.7949,2/28/20,0,Recovered
"Grafton County, NH",US,43.9088,-71.82600000000001,2/28/20,0,Recovered
"Hillsborough, FL",US,27.9904,-82.3018,2/28/20,0,Recovered
"Placer County, CA",US,39.0916,-120.8039,2/28/20,0,Recovered
"San Mateo, CA",US,37.563,-122.3255,2/28/20,0,Recovered
"Sonoma County, CA",US,38.578,-122.9888,2/28/20,0,Recovered
"Umatilla, OR",US,45.775,-118.7606,2/28/20,0,Recovered
"Fulton County, GA",US,33.8034,-84.3963,2/28/20,0,Recovered
"Washington County, OR",US,45.547,-123.1386,2/28/20,0,Recovered
"Snohomish County, WA",US,48.033,-121.8339,2/28/20,0,Recovered
"Humboldt County, CA",US,40.745,-123.8695,2/28/20,0,Recovered
"Sacramento County, CA",US,38.4747,-121.3542,2/28/20,0,Recovered
"San Diego County, CA",US,32.7157,-117.1611,2/28/20,1,Recovered
"San Benito, CA",US,36.5761,-120.9876,2/28/20,0,Recovered
"Los Angeles, CA",US,34.0522,-118.2437,2/28/20,0,Recovered
"King County, WA",US,47.6062,-122.3321,2/28/20,1,Recovered
"Cook County, IL",US,41.7377,-87.6976,2/28/20,2,Recovered
"Skagit, WA",US,48.4242,-121.7114,2/28/20,0,Recovered
"Thurston, WA",US,46.8646,-122.7696,2/28/20,0,Recovered
"Island, WA",US,48.1976,-122.5795,2/28/20,0,Recovered
"Whatcom, WA",US,48.8787,-121.9719,2/28/20,0,Recovered
"Marin, CA",US,38.0834,-122.7633,2/28/20,0,Recovered
"Calaveras, CA",US,38.196,-120.6805,2/28/20,0,Recovered
"Stanislaus, CA",US,37.5091,-120.9876,2/28/20,0,Recovered
"San Joaquin, CA",US,36.6066,-120.189,2/28/20,0,Recovered
"Essex, MA",US,42.632,-70.7829,2/28/20,0,Recovered
"Charlton, GA",US,30.7917,-82.0843,2/28/20,0,Recovered
"Collier, FL",US,26.07,-81.4279,2/28/20,0,Recovered
"Pinellas, FL",US,27.8764,-82.7779,2/28/20,0,Recovered
"Alachua, FL",US,29.7938,-82.4944,2/28/20,0,Recovered
"Nassau, FL",US,30.5927,-81.8224,2/28/20,0,Recovered
"Pasco, FL",US,28.3232,-82.4319,2/28/20,0,Recovered
"Dallas, TX",US,32.7767,-96.79700000000001,2/28/20,0,Recovered
"Tarrant, TX",US,32.7732,-97.3517,2/28/20,0,Recovered
"Montgomery, TX",US,30.3883,-95.6963,2/28/20,0,Recovered
"Middlesex, NJ",US,40.5726,-74.4927,2/28/20,0,Recovered
"Jefferson, CO",US,39.58,-105.2663,2/28/20,0,Recovered
"Multnomah, OR",US,45.5146,-122.5863,2/28/20,0,Recovered
"Polk, OR",US,44.9267,-123.4919,2/28/20,0,Recovered
"Deschutes, OR",US,43.8325,-121.2617,2/28/20,0,Recovered
"McHenry, IL",US,42.3334,-88.2668,2/28/20,0,Recovered
"Lake, IL",US,42.3689,-87.8272,2/28/20,0,Recovered
"Bucks, PA",US,40.4108,-75.2479,2/28/20,0,Recovered
"Hanover, VA",US,37.7772,-77.5161,2/28/20,0,Recovered
"Lancaster, SC",US,34.7253,-80.6771,2/28/20,0,Recovered
"Sullivan, TN",US,36.4933,-82.3452,2/28/20,0,Recovered
"Johnson, IN",US,39.4638,-86.1345,2/28/20,0,Recovered
"Howard, IN",US,40.4483,-86.1345,2/28/20,0,Recovered
"St. Joseph, IN",US,41.6228,-86.3377,2/28/20,0,Recovered
"Knox, NE",US,42.6712,-97.8722,2/28/20,0,Recovered
"Stark, OH",US,40.8685,-81.2519,2/28/20,0,Recovered
"Anoka, MN",US,45.3293,-93.2197,2/28/20,0,Recovered
"Olmsted, MN",US,43.9952,-92.3814,2/28/20,0,Recovered
"Summit, UT",US,40.8298,-110.9984,2/28/20,0,Recovered
"Fairfield, CT",US,41.256,-73.3709,2/28/20,0,Recovered
"Litchfield, CT",US,41.7866,-73.2765,2/28/20,0,Recovered
"Orleans, LA",US,29.9511,-90.0715,2/28/20,0,Recovered
"Pennington, SD",US,43.8901,-102.2548,2/28/20,0,Recovered
"Beadle, SD",US,44.4797,-98.2213,2/28/20,0,Recovered
"Charles Mix, SD",US,43.0985,-98.3965,2/28/20,0,Recovered
"Davison, SD",US,43.7242,-98.2213,2/28/20,0,Recovered
"Minnehaha, SD",US,43.6632,-96.8351,2/28/20,0,Recovered
"Bon Homme, SD",US,42.9815,-97.8722,2/28/20,0,Recovered
"Socorro, NM",US,33.8837,-106.7235,2/28/20,0,Recovered
"Bernalillo, NM",US,35.0178,-106.6291,2/28/20,0,Recovered
"Oakland, MI",US,42.5922,-83.3362,2/28/20,0,Recovered
"Wayne, MI",US,42.2791,-83.3362,2/28/20,0,Recovered
"New Castle, DE",US,39.5393,-75.6674,2/28/20,0,Recovered
,Cuba,22.0,-80.0,2/28/20,0,Recovered
,Guyana,5.0,-58.75,2/28/20,0,Recovered
Australian Capital Territory,Australia,-35.4735,149.0124,2/28/20,0,Recovered
United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2/28/20,8,Recovered
,Kazakhstan,48.0196,66.9237,2/28/20,0,Recovered
French Polynesia,France,-17.6797,149.4068,2/28/20,0,Recovered
,Guadeloupe,16.265,-61.551,2/28/20,0,Recovered
Manitoba,Canada,53.7609,-98.8139,2/28/20,0,Recovered
Saskatchewan,Canada,52.9399,-106.4509,2/28/20,0,Recovered
,Ethiopia,9.145,40.4897,2/28/20,0,Recovered
,Sudan,12.8628,30.2176,2/28/20,0,Recovered
,Kenya,-0.0236,37.9062,2/28/20,0,Recovered
,Guinea,9.9456,-9.6966,2/28/20,0,Recovered
,Aruba,12.5211,-69.9683,2/28/20,0,Recovered
Grand Princess,Canada,37.6489,-122.6655,2/28/20,0,Recovered
,Antigua and Barbuda,17.0608,-61.7964,2/28/20,0,Recovered
Alabama,US,32.3182,-86.9023,2/28/20,0,Recovered
,Uruguay,-32.5228,-55.7658,2/28/20,0,Recovered
,Ghana,7.9465,-1.0232,2/28/20,0,Recovered
Puerto Rico,US,18.2208,-66.5901,2/28/20,0,Recovered
,Jersey,49.19,-2.11,2/28/20,0,Recovered
,Namibia,-22.9576,18.4904,2/28/20,0,Recovered
,Seychelles,-4.6796,55.492,2/28/20,0,Recovered
,Trinidad and Tobago,10.6918,-61.2225,2/28/20,0,Recovered
,Venezuela,6.4238,-66.5897,2/28/20,0,Recovered
,Eswatini,-26.5225,31.4659,2/28/20,0,Recovered
,Gabon,-0.8037,11.6094,2/28/20,0,Recovered
,Guatemala,15.7835,-90.2308,2/28/20,0,Recovered
,Guernsey,49.45,-2.58,2/28/20,0,Recovered
,Mauritania,21.0079,10.9408,2/28/20,0,Recovered
,Rwanda,-1.9403,29.8739,2/28/20,0,Recovered
,Saint Lucia,13.9094,-60.9789,2/28/20,0,Recovered
,Saint Vincent and the Grenadines,12.9843,-61.2872,2/28/20,0,Recovered
,Suriname,3.9193,-56.0278,2/28/20,0,Recovered
,occupied Palestinian territory,31.9522,35.2332,2/28/20,0,Recovered
French Guiana,France,3.9339,-53.1258,2/28/20,0,Recovered
Guam,US,13.4443,144.7937,2/28/20,0,Recovered
,Kosovo,42.6026,20.903000000000002,2/28/20,0,Recovered
Newfoundland and Labrador,Canada,53.1355,-57.6604,2/28/20,0,Recovered
Prince Edward Island,Canada,46.5107,-63.4168,2/28/20,0,Recovered
,Central African Republic,6.6111,20.9394,2/28/20,0,Recovered
,Congo (Brazzaville),-4.0383,21.7587,2/28/20,0,Recovered
,Equatorial Guinea,1.5,10.0,2/28/20,0,Recovered
Mayotte,France,-12.8275,45.1662,2/28/20,0,Recovered
,Uzbekistan,41.3775,64.5853,2/28/20,0,Recovered
Netherlands,Netherlands,52.1326,5.2913,2/28/20,0,Recovered
,French Guiana,3.9339,-53.1258,2/28/20,0,Recovered
Nova Scotia,Canada,44.681999999999995,-63.7443,2/28/20,0,Recovered
Guadeloupe,France,16.25,-61.5833,2/28/20,0,Recovered
,Guam,13.4443,144.7937,2/28/20,0,Recovered
,Puerto Rico,18.2,-66.5,2/28/20,0,Recovered
,Benin,9.3077,2.3158,2/28/20,0,Recovered
,Greenland,71.7069,-42.6043,2/28/20,0,Recovered
,Liberia,6.4281,-9.4295,2/28/20,0,Recovered
,Mayotte,-12.8275,45.1662,2/28/20,0,Recovered
Curacao,Netherlands,12.1696,-68.99,2/28/20,0,Recovered
,Republic of the Congo,-1.44,15.556,2/28/20,0,Recovered
,Somalia,5.1521,46.1996,2/28/20,0,Recovered
,Tanzania,-6.369,34.8888,2/28/20,0,Recovered
,The Bahamas,24.25,-76.0,2/28/20,0,Recovered
Virgin Islands,US,18.3358,-64.8963,2/28/20,0,Recovered
Cayman Islands,United Kingdom,19.3133,-81.2546,2/28/20,0,Recovered
,Thailand,15.0,101.0,2/29/20,28,Recovered
,Japan,36.0,138.0,2/29/20,32,Recovered
,Singapore,1.2833,103.8333,2/29/20,72,Recovered
,Nepal,28.1667,84.25,2/29/20,1,Recovered
,Malaysia,2.5,112.5,2/29/20,18,Recovered
British Columbia,Canada,49.2827,-123.1207,2/29/20,3,Recovered
New South Wales,Australia,-33.8688,151.2093,2/29/20,4,Recovered
Victoria,Australia,-37.8136,144.9631,2/29/20,4,Recovered
Queensland,Australia,-28.0167,153.4,2/29/20,1,Recovered
,Cambodia,11.55,104.9167,2/29/20,1,Recovered
,Sri Lanka,7.0,81.0,2/29/20,1,Recovered
,Germany,51.0,9.0,2/29/20,16,Recovered
,Finland,64.0,26.0,2/29/20,1,Recovered
,United Arab Emirates,24.0,54.0,2/29/20,5,Recovered
,Philippines,13.0,122.0,2/29/20,1,Recovered
,India,21.0,78.0,2/29/20,3,Recovered
,Italy,43.0,12.0,2/29/20,46,Recovered
,Sweden,63.0,16.0,2/29/20,0,Recovered
,Spain,40.0,-4.0,2/29/20,2,Recovered
South Australia,Australia,-34.9285,138.6007,2/29/20,2,Recovered
,Belgium,50.8333,4.0,2/29/20,1,Recovered
,Egypt,26.0,30.0,2/29/20,1,Recovered
From Diamond Princess,Australia,35.4437,139.638,2/29/20,0,Recovered
,Lebanon,33.8547,35.8623,2/29/20,0,Recovered
,Iraq,33.0,44.0,2/29/20,0,Recovered
,Oman,21.0,57.0,2/29/20,1,Recovered
,Afghanistan,33.0,65.0,2/29/20,0,Recovered
,Bahrain,26.0275,50.55,2/29/20,0,Recovered
,Kuwait,29.5,47.75,2/29/20,0,Recovered
,Algeria,28.0339,1.6596,2/29/20,0,Recovered
,Croatia,45.1,15.2,2/29/20,0,Recovered
,Switzerland,46.8182,8.2275,2/29/20,0,Recovered
,Austria,47.5162,14.5501,2/29/20,0,Recovered
,Israel,31.0,35.0,2/29/20,1,Recovered
,Pakistan,30.3753,69.3451,2/29/20,0,Recovered
,Brazil,-14.235,-51.9253,2/29/20,0,Recovered
,Georgia,42.3154,43.3569,2/29/20,0,Recovered
,Greece,39.0742,21.8243,2/29/20,0,Recovered
,North Macedonia,41.6086,21.7453,2/29/20,0,Recovered
,Norway,60.472,8.4689,2/29/20,0,Recovered
,Romania,45.9432,24.9668,2/29/20,0,Recovered
,Estonia,58.5953,25.0136,2/29/20,0,Recovered
,San Marino,43.9424,12.4578,2/29/20,0,Recovered
,Belarus,53.7098,27.9534,2/29/20,0,Recovered
,Iceland,64.9631,-19.0208,2/29/20,0,Recovered
,Lithuania,55.1694,23.8813,2/29/20,0,Recovered
,Mexico,23.6345,-102.5528,2/29/20,0,Recovered
,New Zealand,-40.9006,174.886,2/29/20,0,Recovered
,Nigeria,9.082,8.6753,2/29/20,0,Recovered
Western Australia,Australia,-31.9505,115.8605,2/29/20,0,Recovered
,Ireland,53.1424,-7.6921,2/29/20,0,Recovered
,Luxembourg,49.8153,6.1296,2/29/20,0,Recovered
,Monaco,43.7333,7.4167,2/29/20,0,Recovered
,Qatar,25.3548,51.1839,2/29/20,0,Recovered
,Ecuador,-1.8312,-78.1834,2/29/20,0,Recovered
,Azerbaijan,40.1431,47.5769,2/29/20,0,Recovered
,Armenia,40.0691,45.0382,2/29/20,0,Recovered
,Dominican Republic,18.7357,-70.1627,2/29/20,0,Recovered
,Indonesia,-0.7893,113.9213,2/29/20,0,Recovered
,Portugal,39.3999,-8.2245,2/29/20,0,Recovered
,Andorra,42.5063,1.5218,2/29/20,0,Recovered
Tasmania,Australia,-41.4545,145.9707,2/29/20,0,Recovered
,Latvia,56.8796,24.6032,2/29/20,0,Recovered
,Morocco,31.7917,-7.0926,2/29/20,0,Recovered
,Saudi Arabia,24.0,45.0,2/29/20,0,Recovered
,Senegal,14.4974,-14.4524,2/29/20,0,Recovered
,Argentina,-38.4161,-63.6167,2/29/20,0,Recovered
,Chile,-35.6751,-71.543,2/29/20,0,Recovered
,Jordan,31.24,36.51,2/29/20,0,Recovered
,Ukraine,48.3794,31.1656,2/29/20,0,Recovered
,Hungary,47.1625,19.5033,2/29/20,0,Recovered
Northern Territory,Australia,-12.4634,130.8456,2/29/20,0,Recovered
,Liechtenstein,47.14,9.55,2/29/20,0,Recovered
,Poland,51.9194,19.1451,2/29/20,0,Recovered
,Tunisia,34.0,9.0,2/29/20,0,Recovered
,Bosnia and Herzegovina,43.9159,17.6791,2/29/20,0,Recovered
,Slovenia,46.1512,14.9955,2/29/20,0,Recovered
,South Africa,-30.5595,22.9375,2/29/20,0,Recovered
,Bhutan,27.5142,90.4336,2/29/20,0,Recovered
,Cameroon,3.8480000000000003,11.5021,2/29/20,0,Recovered
,Colombia,4.5709,-74.2973,2/29/20,0,Recovered
,Costa Rica,9.7489,-83.7534,2/29/20,0,Recovered
,Peru,-9.19,-75.0152,2/29/20,0,Recovered
,Serbia,44.0165,21.0059,2/29/20,0,Recovered
,Slovakia,48.669,19.699,2/29/20,0,Recovered
,Togo,8.6195,0.8248,2/29/20,0,Recovered
,Malta,35.9375,14.3754,2/29/20,0,Recovered
,Martinique,14.6415,-61.0242,2/29/20,0,Recovered
,Bulgaria,42.7339,25.4858,2/29/20,0,Recovered
,Maldives,3.2028,73.2207,2/29/20,0,Recovered
,Bangladesh,23.685,90.3563,2/29/20,0,Recovered
,Paraguay,-23.4425,-58.4438,2/29/20,0,Recovered
Ontario,Canada,51.2538,-85.3232,2/29/20,3,Recovered
Alberta,Canada,53.9333,-116.5765,2/29/20,0,Recovered
Quebec,Canada,52.9399,-73.5491,2/29/20,0,Recovered
,Albania,41.1533,20.1683,2/29/20,0,Recovered
,Cyprus,35.1264,33.4299,2/29/20,0,Recovered
,Brunei,4.5353,114.7277,2/29/20,0,Recovered
Washington,US,47.4009,-121.4905,2/29/20,0,Recovered
New York,US,42.1657,-74.9481,2/29/20,0,Recovered
California,US,36.1162,-119.6816,2/29/20,0,Recovered
Massachusetts,US,42.2302,-71.5301,2/29/20,0,Recovered
Diamond Princess,US,35.4437,139.638,2/29/20,0,Recovered
Grand Princess,US,37.6489,-122.6655,2/29/20,0,Recovered
Georgia,US,33.0406,-83.6431,2/29/20,0,Recovered
Colorado,US,39.0598,-105.3111,2/29/20,0,Recovered
Florida,US,27.7663,-81.6868,2/29/20,0,Recovered
New Jersey,US,40.2989,-74.521,2/29/20,0,Recovered
Oregon,US,44.571999999999996,-122.0709,2/29/20,0,Recovered
Texas,US,31.0545,-97.5635,2/29/20,0,Recovered
Illinois,US,40.3495,-88.9861,2/29/20,0,Recovered
Pennsylvania,US,40.5908,-77.2098,2/29/20,0,Recovered
Iowa,US,42.0115,-93.2105,2/29/20,0,Recovered
Maryland,US,39.0639,-76.8021,2/29/20,0,Recovered
North Carolina,US,35.6301,-79.8064,2/29/20,0,Recovered
South Carolina,US,33.8569,-80.945,2/29/20,0,Recovered
Tennessee,US,35.7478,-86.6923,2/29/20,0,Recovered
Virginia,US,37.7693,-78.17,2/29/20,0,Recovered
Arizona,US,33.7298,-111.4312,2/29/20,0,Recovered
Indiana,US,39.8494,-86.2583,2/29/20,0,Recovered
Kentucky,US,37.6681,-84.6701,2/29/20,0,Recovered
District of Columbia,US,38.8974,-77.0268,2/29/20,0,Recovered
